pais_iso_2,pais_iso_3,pais,ano,pib_usd,pib_per_capita,consumo_litros_alcool_per_capita,qtd_litros,vlr_usd,usd_por_litro,origem_iso_2,origem_iso_3,origem,conv_brl_usd,precipitacao,temperatura
US,USA,Estados Unidos,2011,15599728123000.0,50065.9665041742,9.37165,306787.0,1030254.0,3.3582061821393996,BR,BRA,Brasil,1.67,0.1697886231763661,22.924367520745538
US,USA,Estados Unidos,2012,16253972230000.0,51784.4185738837,9.40021,146585.0,303986.0,2.0737865402326294,BR,BRA,Brasil,1.95,0.1371895723796386,23.510009112818775
US,USA,Estados Unidos,2013,16843190993000.0,53291.1276891406,9.42877,245368.0,786556.0,3.205617684457631,BR,BRA,Brasil,2.16,0.165725437976739,23.295027346746192
US,USA,Estados Unidos,2014,17550680174000.0,55123.8497869046,9.457329999999999,222267.0,494216.0,2.2235239599220757,BR,BRA,Brasil,2.35,0.151405453525021,23.52453276182023
US,USA,Estados Unidos,2015,18206020741000.0,56762.7294515989,9.48589,195896.0,524109.0,2.675445134152816,BR,BRA,Brasil,3.33,0.1466324355918249,23.979472849191424
US,USA,Estados Unidos,2016,18695110842000.0,57866.7449341091,9.506245,258072.0,687411.0,2.6636403794289967,BR,BRA,Brasil,3.48,0.1453200061039116,23.677504321154952
US,USA,Estados Unidos,2017,19477336549000.0,59907.754260885,9.5266,132688.0,1523699.0,11.48332177740263,BR,BRA,Brasil,3.19,0.1582927679050427,23.60139093195135
US,USA,Estados Unidos,2018,20533057312000.0,62823.309438197,9.546955,169109.0,512519.0,3.0307020915504204,BR,BRA,Brasil,3.65,0.1574307706918146,23.3698031892062
US,USA,Estados Unidos,2019,21380976119000.0,65120.3946628653,9.56731,209765.0,616274.0,2.9379257740805187,BR,BRA,Brasil,3.94,0.1525001917221157,23.847452041182073
US,USA,Estados Unidos,2020,21060473613000.0,63528.6343027508,9.56731,300178.0,610793.0,2.034769370173697,BR,BRA,Brasil,5.16,0.1613754647147427,23.269485150790576
US,USA,Estados Unidos,2021,23315080560000.0,70219.472454115,9.56731,111085.0,203554.0,1.8324166179052077,BR,BRA,Brasil,5.4,0.1585523589669604,22.725896662868795
US,USA,Estados Unidos,2022,25439700000000.0,76329.5822652029,9.56731,220373.0,447893.0,2.0324313777096106,BR,BRA,Brasil,5.17,0.1633503253225839,22.752738512082303
US,USA,Estados Unidos,2023,25439700000000.0,76329.5822652029,9.56731,229839.0,429091.0,1.8669198873994404,BR,BRA,Brasil,5.0,0.1555317803332936,23.309671488132057
UY,URY,Uruguai,2009,41950361211.9581,9780.73961786409,6.31048,0.0,0.0,0.0,BR,BRA,Brasil,2.0,0.1803430133557495,23.316154484377552
UY,URY,Uruguai,2010,50342406067.0777,12512.5941268441,6.31048,914.0,2929.0,3.2045951859956237,BR,BRA,Brasil,1.76,0.1428038275212108,23.39298666338983
UY,URY,Uruguai,2011,54232266358.7811,14975.5628186737,6.252808,1238.0,4404.0,3.5573505654281097,BR,BRA,Brasil,1.67,0.1697886231763661,22.924367520745538
UY,URY,Uruguai,2012,61337621933.7857,16087.2520777973,6.195136,1135.0,3879.0,3.4176211453744494,BR,BRA,Brasil,1.95,0.1371895723796386,23.510009112818775
UY,URY,Uruguai,2013,61496186973.902,18140.8922133059,6.1374640000000005,1526.0,13343.0,8.743774574049803,BR,BRA,Brasil,2.16,0.165725437976739,23.295027346746192
UY,URY,Uruguai,2014,57680327998.6689,18131.5788465661,6.079792,0.0,0.0,0.0,BR,BRA,Brasil,2.35,0.151405453525021,23.52453276182023
UY,URY,Uruguai,2015,57480788380.312,16950.7531694816,6.02212,0.0,0.0,0.0,BR,BRA,Brasil,3.33,0.1466324355918249,23.979472849191424
UY,URY,Uruguai,2016,65006047680.3225,16837.9403803049,5.8797525,0.0,0.0,0.0,BR,BRA,Brasil,3.48,0.1453200061039116,23.677504321154952
UY,URY,Uruguai,2017,65203071817.9812,18995.3970195554,5.737385,0.0,0.0,0.0,BR,BRA,Brasil,3.19,0.1582927679050427,23.60139093195135
UY,URY,Uruguai,2018,62048585618.505,19026.0498173005,5.5950175,7711.0,29617.0,3.840876669692647,BR,BRA,Brasil,3.65,0.1574307706918146,23.3698031892062
UY,URY,Uruguai,2019,53666908053.7655,18098.361548609,5.45265,6180.0,18497.0,2.993042071197411,BR,BRA,Brasil,3.94,0.1525001917221157,23.847452041182073
UY,URY,Uruguai,2020,61412268248.9461,15650.4993032445,5.45265,0.0,0.0,0.0,BR,BRA,Brasil,5.16,0.1613754647147427,23.269485150790576
UY,URY,Uruguai,2021,71177146197.4951,17923.9953327961,5.45265,136774.0,149842.0,1.095544474827087,BR,BRA,Brasil,5.4,0.1585523589669604,22.725896662868795
UY,URY,Uruguai,2022,71177146197.4951,20795.0423535553,5.45265,637117.0,997367.0,1.565437745343477,BR,BRA,Brasil,5.17,0.1633503253225839,22.752738512082303
UY,URY,Uruguai,2023,71177146197.4951,20795.0423535553,5.45265,326093.0,454271.0,1.393071915067174,BR,BRA,Brasil,5.0,0.1555317803332936,23.309671488132057
